Row ID,Order ID,Order Date,Ship Date,Ship Month,Ship Mode,Customer ID,Customer Name,Gender,Segment,Contact ID,Addressline,Contact,Email,Postal Code,City,State,Country,Region,Market,Product ID,Category ID,Category,Sub Category ID,Sub-Category,Product Name,Unit Price,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Year
2170,ORD-2018-2170,23-Oct-18,30-Oct-18,October,First Class,CUST-2018-2170,Rahmi Suryatmi,Male,Consumer,CO-2170,Jl. Pasteur No. 121,0825-123214,opan88@perum.com,81412,Pangkalpinang,Bali,Indonesia,South,APAC,PROD-0024,CAT-02,Office Supplies,SC-12,Paper,Paper - Ut,465.1575574,1395.472672,5,0.4,265.1745345,13.92,Critical,2018
2171,ORD-2016-2171,09-Jun-16,11-Jun-16,June,Same Day,CUST-2016-2171,Amelia Haryanti,Male,Home Office,CO-2171,Gg. Pasir Koja No. 5,0888-995939,psimbolon@hotmail.com,11315,Pontianak,Sumatera Barat,Indonesia,East,EMEA,PROD-0937,CAT-03,Technology,SC-03,Copiers,Copiers - Eos,265.1007784,1526.980484,8,0.28,294.2760967,11.12,High,2016
2172,ORD-2019-2172,15-Feb-19,20-Feb-19,February,Second Class,CUST-2019-2172,"Artanto Mustofa, S.Pd",Male,Home Office,CO-2172,Gang Raya Setiabudhi No. 6,0860-911442,sabar84@perum.com,35858,Bogor,Papua Barat,Indonesia,Central,EMEA,PROD-1369,CAT-01,Furniture,SC-07,Bookcases,Bookcases - Eaque,72.09178378,181.6712951,4,0.37,-3.625740975,39.96,Low,2019
2173,ORD-2017-2173,22-Sep-17,02-Oct-17,October,Standard Class,CUST-2017-2173,Marsito Kusmawati,Female,Consumer,CO-2173,Jl. Rajiman No. 1,0868-683858,lsamosir@pt.id,28807,Palangkaraya,Sulawesi Barat,Indonesia,South,EMEA,PROD-1370,CAT-03,Technology,SC-08,Accessories,Accessories - Tempore,77.34107143,433.11,8,0.3,62.982,23.64,Low,2017
2174,ORD-2018-2174,30-Apr-18,05-May-18,May,Standard Class,CUST-2018-2174,Dr. Azalea Waluyo,Female,Corporate,CO-2174,Jl. Ahmad Yani No. 43,0874-221608,raden23@pt.net,87000,Prabumulih,Jawa Barat,Indonesia,East,US,PROD-1371,CAT-03,Technology,SC-08,Accessories,Accessories - Dolorum,114.362364,594.6842929,8,0.35,81.18685859,37.75,Medium,2018
2175,ORD-2019-2175,19-Feb-19,21-Feb-19,February,Second Class,CUST-2019-2175,Gatot Prakasa,Male,Consumer,CO-2175,Jl. R.E Martadinata No. 3,0897-393454,hhardiansyah@hotmail.com,46617,Balikpapan,DKI Jakarta,Indonesia,Central,EMEA,PROD-1159,CAT-01,Furniture,SC-02,Tables,Tables - Illo,165.9867987,378.4499009,3,0.24,52.29998019,23.39,Low,2019
2176,ORD-2016-2176,01-Jul-16,06-Jul-16,July,First Class,CUST-2016-2176,"Drs. Elvina Saptono, M.M.",Female,Home Office,CO-2176,Jl. Rajiman No. 906,0859-452695,bambang68@hotmail.com,76027,Bitung,Sulawesi Selatan,Indonesia,South,APAC,PROD-0804,CAT-01,Furniture,SC-02,Tables,Tables - Adipisci,269.1632706,807.4898119,4,0.25,113.0779624,48.42,Low,2016
2177,ORD-2016-2177,02-Apr-16,05-Apr-16,April,Second Class,CUST-2016-2177,"dr. Anastasia Mangunsong, S.Pd",Male,Consumer,CO-2177,Gg. Kiaracondong No. 705,0871-912588,cecep69@ud.go.id,67646,Kota Administrasi Jakarta Utara,Jawa Timur,Indonesia,South,LATAM,PROD-0460,CAT-03,Technology,SC-03,Copiers,Copiers - Quae,104.7960162,481.0137144,9,0.49,71.29274288,24.91,Critical,2016
2178,ORD-2019-2178,29-Apr-19,07-May-19,May,Standard Class,CUST-2019-2178,Agus Ardianto,Male,Consumer,CO-2178,Jl. Cempaka No. 37,0889-320406,bkuswoyo@yahoo.com,82322,Tebingtinggi,Kalimantan Timur,Indonesia,South,LATAM,PROD-0828,CAT-01,Furniture,SC-02,Tables,Tables - Et,277.6398553,1999.006958,8,0.1,362.6013916,37.2,Medium,2019
2179,ORD-2020-2179,05-Jul-20,12-Jul-20,July,Second Class,CUST-2020-2179,Victoria Marbun,Male,Corporate,CO-2179,Jl. Pasteur No. 01,0825-143059,dasa77@yahoo.com,78661,Tanjungpinang,Bengkulu,Indonesia,Central,EMEA,PROD-1372,CAT-02,Office Supplies,SC-11,Binders,Binders - Amet,170.0412371,494.82,3,0.03,65.704,33.26,Low,2020
2180,ORD-2020-2180,08-Jan-20,15-Jan-20,January,Same Day,CUST-2020-2180,Rahayu Irawan,Female,Consumer,CO-2180,Jalan H.J Maemunah No. 4,0873-171600,padmipratama@hotmail.com,48914,Blitar,Riau,Indonesia,South,LATAM,PROD-0874,CAT-02,Office Supplies,SC-12,Paper,Paper - Repudiandae,283.5032445,232.4726605,1,0.18,15.94453209,30.55,Medium,2020
2181,ORD-2016-2181,06-Sep-16,15-Sep-16,September,Same Day,CUST-2016-2181,"Harsaya Prasetyo, S.Pt",Male,Consumer,CO-2181,Gang Tebet Barat Dalam No. 0,0895-949241,fuwais@pd.mil,83823,Banjarbaru,Kepulauan Riau,Indonesia,South,APAC,PROD-1024,CAT-02,Office Supplies,SC-12,Paper,Paper - Harum,85.44703928,533.1895251,8,0.22,91.38790502,15.25,Medium,2016
2182,ORD-2020-2182,09-Apr-20,17-Apr-20,April,Second Class,CUST-2020-2182,Paulin Uyainah,Female,Consumer,CO-2182,Jl. Otto Iskandardinata No. 813,0849-642317,darimin84@gmail.com,26457,Batam,Sulawesi Utara,Indonesia,South,APAC,PROD-1373,CAT-01,Furniture,SC-09,Furnishings,Furnishings - Occaecati,226.2714856,950.3402397,6,0.3,153.7180479,36.35,Medium,2020
2183,ORD-2019-2183,07-Apr-19,16-Apr-19,April,First Class,CUST-2019-2183,Saadat Laksita,Male,Home Office,CO-2183,Jl. W.R. Supratman No. 36,0817-595000,lanjar97@cv.sch.id,10826,Sukabumi,Sulawesi Utara,Indonesia,East,EMEA,PROD-0771,CAT-01,Furniture,SC-09,Furnishings,Furnishings - Omnis,144.138413,229.1800767,3,0.47,14.53601534,31.3,Low,2019
2184,ORD-2018-2184,02-May-18,05-May-18,May,Second Class,CUST-2018-2184,Zizi Rahimah,Female,Home Office,CO-2184,Jalan Rajawali Barat No. 869,0862-909947,suryatminajib@yahoo.com,11828,Bekasi,Bali,Indonesia,Central,EMEA,PROD-1165,CAT-01,Furniture,SC-02,Tables,Tables - Perspiciatis,105.3113771,372.8022748,6,0.41,29.34045496,45.22,Critical,2018
2185,ORD-2018-2185,02-May-18,04-May-18,May,Same Day,CUST-2018-2185,dr. Gadang Prasetya,Female,Corporate,CO-2185,Jl. Indragiri No. 53,0889-130991,hnapitupulu@perum.sch.id,86175,Probolinggo,Sulawesi Selatan,Indonesia,East,EMEA,PROD-1374,CAT-01,Furniture,SC-01,Chairs,Chairs - Esse,123.2522523,820.86,9,0.26,139.642,24.53,High,2018
2186,ORD-2020-2186,07-Apr-20,12-Apr-20,April,First Class,CUST-2020-2186,Sakura Saefullah,Female,Corporate,CO-2186,Jalan Jend. Sudirman No. 699,0811-277523,mahfud83@pt.desa.id,87563,Tidore Kepulauan,Lampung,Indonesia,South,APAC,PROD-1375,CAT-01,Furniture,SC-01,Chairs,Chairs - Sint,32.17561807,199.8105882,9,0.31,5.732117647,34.23,Critical,2020
2187,ORD-2018-2187,07-Feb-18,13-Feb-18,February,Standard Class,CUST-2018-2187,"Zamira Gunarto, M.TI.",Male,Home Office,CO-2187,Gg. Stasiun Wonokromo No. 3,0853-702973,teguhmarpaung@pd.org,93281,Meulaboh,Sulawesi Utara,Indonesia,Central,LATAM,PROD-1001,CAT-02,Office Supplies,SC-11,Binders,Binders - Commodi,202.5123783,1474.290114,8,0.09,271.3080227,23.55,Low,2018
2188,ORD-2019-2188,15-Dec-19,18-Dec-19,December,Same Day,CUST-2019-2188,Mila Widiastuti,Male,Home Office,CO-2188,Jl. Merdeka No. 02,0864-455589,bprasetya@pd.co.id,41791,Subulussalam,Sumatera Utara,Indonesia,Central,APAC,PROD-1376,CAT-02,Office Supplies,SC-12,Paper,Paper - Ab,54.20825678,145.2781282,4,0.33,-5.744374368,34.8,High,2019
2189,ORD-2018-2189,07-Jan-18,14-Jan-18,January,Second Class,CUST-2018-2189,"Dt. Alambana Budiman, S.Pt",Male,Corporate,CO-2189,Jl. KH Amin Jasuta No. 148,0859-373458,agus11@perum.desa.id,92772,Kotamobagu,Kalimantan Utara,Indonesia,East,LATAM,PROD-0347,CAT-03,Technology,SC-08,Accessories,Accessories - Tenetur,134.1325614,637.1296667,5,0.05,80.95593333,46.47,Critical,2018
2190,ORD-2019-2190,24-Jun-19,29-Jun-19,June,First Class,CUST-2019-2190,"Lili Suwarno, S.Psi",Female,Home Office,CO-2190,Gg. W.R. Supratman No. 9,0896-686934,yuni83@pd.my.id,70914,Ternate,Jambi,Indonesia,West,LATAM,PROD-1196,CAT-03,Technology,SC-03,Copiers,Copiers - Sed,473.2726957,4543.417879,10,0.04,901.2235758,7.46,Critical,2019
2191,ORD-2019-2191,13-Mar-19,16-Mar-19,March,Same Day,CUST-2019-2191,"Samiah Sudiati, S.Ked",Female,Consumer,CO-2191,Jl. Sukabumi No. 61,0874-569341,epalastri@gmail.com,66991,Tegal,Jawa Timur,Indonesia,East,US,PROD-1377,CAT-03,Technology,SC-03,Copiers,Copiers - Officia,28.92525773,224.46,8,0.03,27.352,17.54,Medium,2019
2192,ORD-2016-2192,03-Dec-16,10-Dec-16,December,Standard Class,CUST-2016-2192,Samiah Dongoran,Female,Home Office,CO-2192,Gang Erlangga No. 86,0895-726666,qhandayani@yahoo.com,76738,Banjar,Sulawesi Tenggara,Indonesia,East,LATAM,PROD-1378,CAT-01,Furniture,SC-09,Furnishings,Furnishings - Ipsum,141.3128205,551.12,5,0.22,83.514,26.71,Medium,2016
2193,ORD-2019-2193,14-Jan-19,20-Jan-19,January,First Class,CUST-2019-2193,"Yulia Zulkarnain, M.TI.",Female,Corporate,CO-2193,Jl. Waringin No. 393,0860-924566,ssuryono@gmail.com,67886,Palopo,Bengkulu,Indonesia,East,US,PROD-0709,CAT-03,Technology,SC-08,Accessories,Accessories - Occaecati,289.6924746,776.375832,4,0.33,143.1151664,12.16,Medium,2019
2194,ORD-2018-2194,06-Apr-18,14-Apr-18,April,First Class,CUST-2018-2194,"Reza Palastri, S.I.Kom",Male,Corporate,CO-2194,Jalan Siliwangi No. 173,0859-607266,prayogaibrani@ud.my.id,88022,Magelang,Sumatera Barat,Indonesia,East,APAC,PROD-0500,CAT-01,Furniture,SC-02,Tables,Tables - Nam,9.298857102,51.05072549,9,0.39,-17.5598549,27.77,Low,2018
2195,ORD-2020-2195,28-Aug-20,30-Aug-20,August,Standard Class,CUST-2020-2195,"Sutan Asman Mulyani, M.TI.",Male,Consumer,CO-2195,Jalan Cempaka No. 9,0849-290451,agustinadodo@pt.id,49197,Palu,Aceh,Indonesia,South,US,PROD-0313,CAT-02,Office Supplies,SC-11,Binders,Binders - Tempore,213.5642771,1172.467881,9,0.39,190.0935762,44.4,Low,2020
2196,ORD-2019-2196,01-Aug-19,10-Aug-19,August,Second Class,CUST-2019-2196,Puput Widodo,Female,Home Office,CO-2196,Jl. Cempaka No. 498,0887-148420,qpermadi@gmail.com,50941,Bontang,Riau,Indonesia,East,APAC,PROD-0906,CAT-01,Furniture,SC-07,Bookcases,Bookcases - Odit,58.28254688,137.5468106,4,0.41,-6.930637874,34.44,Medium,2019
2197,ORD-2020-2197,10-Mar-20,19-Mar-20,March,Standard Class,CUST-2020-2197,Ajeng Mayasari,Female,Home Office,CO-2197,Gg. Cikutra Barat No. 321,0878-379935,canggraini@gmail.com,91871,Binjai,Aceh,Indonesia,West,US,PROD-0276,CAT-01,Furniture,SC-09,Furnishings,Furnishings - Fugiat,322.7772177,2214.251713,7,0.02,395.6103426,47.24,High,2020
2198,ORD-2018-2198,02-Nov-18,06-Nov-18,November,Second Class,CUST-2018-2198,Tina Suryatmi,Female,Consumer,CO-2198,Gg. Ciwastra No. 9,0816-922014,gangsarhutapea@pt.go.id,50346,Subulussalam,DKI Jakarta,Indonesia,South,APAC,PROD-1379,CAT-03,Technology,SC-05,Machines,Machines - Pariatur,188.4602501,848.0711256,5,0.1,160.9042251,8.71,Critical,2018
2199,ORD-2017-2199,03-Apr-17,12-Apr-17,April,Same Day,CUST-2017-2199,Cornelia Laksmiwati,Female,Consumer,CO-2199,Gg. Tubagus Ismail No. 54,0820-475167,najmudinjumari@gmail.com,59164,Malang,Sulawesi Barat,Indonesia,West,US,PROD-0887,CAT-02,Office Supplies,SC-11,Binders,Binders - Necessitatibus,173.248169,441.7828311,5,0.49,63.68656621,24.67,High,2017
2200,ORD-2020-2200,16-Mar-20,19-Mar-20,March,Standard Class,CUST-2020-2200,Muhammad Napitupulu,Female,Corporate,CO-2200,Jl. Monginsidi No. 48,0818-387366,aris07@yahoo.com,35250,Salatiga,DKI Jakarta,Indonesia,East,US,PROD-1028,CAT-03,Technology,SC-03,Copiers,Copiers - Neque,277.6749282,483.154375,2,0.13,64.430875,32.2,Critical,2020
2201,ORD-2017-2201,23-May-17,30-May-17,May,Second Class,CUST-2017-2201,Hasta Rajata,Female,Home Office,CO-2201,Gg. Suryakencana No. 96,0883-280381,omayasari@gmail.com,41452,Kota Administrasi Jakarta Utara,Sulawesi Selatan,Indonesia,Central,EMEA,PROD-1380,CAT-01,Furniture,SC-02,Tables,Tables - Harum,125.722807,716.62,10,0.43,114.734,28.59,Medium,2017
2202,ORD-2016-2202,26-Oct-16,01-Nov-16,November,First Class,CUST-2016-2202,Puti Silvia Sihotang,Male,Corporate,CO-2202,Jalan Joyoboyo No. 435,0899-962140,bahuwirya63@perum.go.id,13271,Bandung,Maluku,Indonesia,Central,EMEA,PROD-1199,CAT-01,Furniture,SC-01,Chairs,Chairs - Sit,102.6840799,272.1128117,5,0.47,14.29256234,40.13,Critical,2016
2203,ORD-2019-2203,12-Sep-19,20-Sep-19,September,First Class,CUST-2019-2203,Puti Zelaya Natsir,Female,Home Office,CO-2203,Jalan M.T Haryono No. 70,0844-215828,sakurabudiyanto@pt.go.id,39236,Lubuklinggau,Kalimantan Timur,Indonesia,West,US,PROD-0817,CAT-02,Office Supplies,SC-11,Binders,Binders - Deleniti,191.2288297,977.1793199,7,0.27,164.485864,30.95,High,2019
2204,ORD-2019-2204,05-Dec-19,10-Dec-19,December,Standard Class,CUST-2019-2204,dr. Gatra Lestari,Female,Home Office,CO-2204,Jl. PHH. Mustofa No. 1,0861-615427,adhiarjadongoran@cv.or.id,92451,Payakumbuh,DKI Jakarta,Indonesia,West,US,PROD-1347,CAT-02,Office Supplies,SC-06,Envelopes,Envelopes - Possimus,69.4346543,388.8340641,7,0.2,28.99681282,48.77,High,2019
2205,ORD-2020-2205,23-Jun-20,29-Jun-20,June,Second Class,CUST-2020-2205,Dewi Zulaika,Male,Home Office,CO-2205,Gg. Wonoayu No. 172,0895-873211,jagasimbolon@cv.desa.id,15356,Tasikmalaya,Sulawesi Tenggara,Indonesia,South,EMEA,PROD-0820,CAT-03,Technology,SC-05,Machines,Machines - Deserunt,117.59783,381.0169691,6,0.46,54.83339382,21.37,Low,2020
2206,ORD-2020-2206,05-Oct-20,15-Oct-20,October,Same Day,CUST-2020-2206,Kamila Usada,Male,Home Office,CO-2206,Jalan Joyoboyo No. 14,0881-625629,wiswahyudi@yahoo.com,89821,Kupang,Lampung,Indonesia,West,EMEA,PROD-0646,CAT-02,Office Supplies,SC-04,Art,Art - Molestiae,134.60097,625.8945105,5,0.07,116.7089021,8.47,Low,2020
2207,ORD-2016-2207,31-Jul-16,07-Aug-16,August,Second Class,CUST-2016-2207,Rahmat Kuswoyo,Female,Home Office,CO-2207,Gg. Gegerkalong Hilir No. 7,0839-776703,elisaastuti@pd.gov,22426,Palopo,Kalimantan Tengah,Indonesia,West,LATAM,PROD-1053,CAT-01,Furniture,SC-01,Chairs,Chairs - Mollitia,220.2452783,1638.624871,8,0.07,279.5249741,48.2,Medium,2016
2208,ORD-2020-2208,18-Jul-20,19-Jul-20,July,Second Class,CUST-2020-2208,"Cindy Manullang, S.Psi",Male,Consumer,CO-2208,Gg. Sadang Serang No. 878,0842-359178,nsitumorang@gmail.com,47417,Lhokseumawe,Kalimantan Tengah,Indonesia,Central,EMEA,PROD-1057,CAT-01,Furniture,SC-02,Tables,Tables - Fugit,326.1995904,1148.222558,4,0.12,221.0945116,8.55,High,2020
2209,ORD-2020-2209,14-Apr-20,19-Apr-20,April,First Class,CUST-2020-2209,Ade Situmorang,Female,Corporate,CO-2209,Jalan Sukajadi No. 5,0842-626141,ibrahim29@cv.ac.id,45199,Lubuklinggau,Aceh,Indonesia,South,LATAM,PROD-1381,CAT-03,Technology,SC-05,Machines,Machines - Quo,280.3048077,546.594375,3,0.35,78.688875,30.63,High,2020
2210,ORD-2018-2210,11-Sep-18,13-Sep-18,September,Standard Class,CUST-2018-2210,"Rahmi Hartati, M.Kom.",Male,Corporate,CO-2210,Gang HOS. Cokroaminoto No. 8,0887-579680,uli70@pd.int,22043,Palembang,Jambi,Indonesia,South,LATAM,PROD-1382,CAT-02,Office Supplies,SC-12,Paper,Paper - Facilis,62.85643697,261.4827778,8,0.48,38.30655556,13.99,Critical,2018
2211,ORD-2016-2211,25-Aug-16,29-Aug-16,August,Standard Class,CUST-2016-2211,"Tgk. Pia Kusmawati, S.E.",Female,Corporate,CO-2211,Jalan W.R. Supratman No. 528,0864-747629,sinagasoleh@pt.or.id,7809,Cimahi,Banten,Indonesia,West,EMEA,PROD-1383,CAT-03,Technology,SC-08,Accessories,Accessories - Repellendus,140.5920139,809.81,9,0.36,124.982,36.98,Critical,2016
2212,ORD-2018-2212,18-Nov-18,20-Nov-18,November,Same Day,CUST-2018-2212,Garda Nugroho,Male,Corporate,CO-2212,Gg. Ir. H. Djuanda No. 547,0897-505877,baktiadimanullang@perum.gov,10022,Serang,Jawa Barat,Indonesia,Central,APAC,PROD-1384,CAT-03,Technology,SC-10,Phones,Phones - Magni,125.2003634,823.8183913,7,0.06,117.7236783,47.04,Low,2018
2213,ORD-2019-2213,22-Nov-19,29-Nov-19,November,Second Class,CUST-2019-2213,Queen Pertiwi,Male,Corporate,CO-2213,Gang Lembong No. 603,0897-662750,limanhardiansyah@pd.org,37817,Malang,Bengkulu,Indonesia,South,EMEA,PROD-0569,CAT-02,Office Supplies,SC-04,Art,Art - Modi,191.756386,797.7065657,8,0.48,135.0113131,24.53,High,2019
2214,ORD-2016-2214,29-Jul-16,30-Jul-16,July,Second Class,CUST-2016-2214,Dalima Sihombing,Female,Consumer,CO-2214,Gg. Joyoboyo No. 085,0887-895871,cawisadi22@pd.biz.id,11715,Kendari,Riau,Indonesia,Central,LATAM,PROD-0407,CAT-03,Technology,SC-08,Accessories,Accessories - Impedit,225.0468413,657.1367767,4,0.27,119.2773553,12.15,Medium,2016
2215,ORD-2016-2215,19-Nov-16,25-Nov-16,November,First Class,CUST-2016-2215,H. Jindra Prayoga,Male,Home Office,CO-2215,Gg. Kendalsari No. 0,0845-468934,laswisuartini@perum.ac.id,29786,Batu,Nusa Tenggara Barat,Indonesia,West,EMEA,PROD-0853,CAT-02,Office Supplies,SC-04,Art,Art - Ipsa,193.4271743,533.8590011,3,0.08,86.62180022,20.15,Critical,2016
2216,ORD-2017-2216,13-Sep-17,17-Sep-17,September,Second Class,CUST-2017-2216,"R. Yessi Purnawati, S.Psi",Female,Consumer,CO-2216,Jalan Indragiri No. 77,0876-263220,hastuticecep@pt.desa.id,36359,Binjai,Sulawesi Utara,Indonesia,South,EMEA,PROD-1371,CAT-03,Technology,SC-08,Accessories,Accessories - Dolorum,114.362364,603.8332821,6,0.12,72.81665641,47.95,High,2017
2217,ORD-2017-2217,20-Mar-17,21-Mar-17,March,Same Day,CUST-2017-2217,Ajeng Sirait,Female,Corporate,CO-2217,Gang Jayawijaya No. 8,0886-893475,hprayoga@hotmail.com,38706,Batam,Nusa Tenggara Barat,Indonesia,South,APAC,PROD-1385,CAT-03,Technology,SC-03,Copiers,Copiers - Incidunt,523.0710421,486.4560692,1,0.07,78.90121384,18.39,Low,2017
2218,ORD-2016-2218,26-Feb-16,05-Mar-16,March,Standard Class,CUST-2016-2218,"Puti Carla Nurdiyanti, M.TI.",Female,Consumer,CO-2218,Jalan Wonoayu No. 659,0886-322673,kusmawatihendra@gmail.com,66481,Jayapura,DKI Jakarta,Indonesia,East,EMEA,PROD-0173,CAT-03,Technology,SC-10,Phones,Phones - Esse,125.0082545,875.0577816,10,0.3,163.7215563,11.29,Low,2016
2219,ORD-2016-2219,02-Nov-16,07-Nov-16,November,Second Class,CUST-2016-2219,Hani Damanik,Male,Consumer,CO-2219,Jl. Gardujati No. 063,0889-112608,kuncarasaputra@cv.ac.id,18981,Pekalongan,Nusa Tenggara Barat,Indonesia,West,US,PROD-0022,CAT-01,Furniture,SC-02,Tables,Tables - Itaque,80.72607144,314.8316786,6,0.35,16.17633572,46.79,Critical,2016
2220,ORD-2019-2220,26-Jan-19,30-Jan-19,January,Same Day,CUST-2019-2220,Rahayu Kusumo,Female,Corporate,CO-2220,Jalan Surapati No. 8,0853-369751,kayunutama@perum.com,94080,Bandung,Aceh,Indonesia,West,US,PROD-1386,CAT-01,Furniture,SC-09,Furnishings,Furnishings - Nesciunt,104.6171888,477.0543809,6,0.24,75.99087618,19.42,High,2019
2221,ORD-2018-2221,16-Aug-18,24-Aug-18,August,First Class,CUST-2018-2221,Lalita Suryatmi,Male,Corporate,CO-2221,Jl. Kebonjati No. 679,0862-548780,swinarno@cv.my.id,5999,Sungai Penuh,Sulawesi Selatan,Indonesia,Central,LATAM,PROD-0755,CAT-03,Technology,SC-08,Accessories,Accessories - Hic,281.2757096,1772.036971,10,0.37,337.4273941,16.98,Critical,2018
2222,ORD-2016-2222,08-Jan-16,11-Jan-16,January,First Class,CUST-2016-2222,R. Asmuni Waluyo,Female,Consumer,CO-2222,Jl. Joyoboyo No. 796,0892-202993,budiyantomartana@hotmail.com,8653,Kupang,Kepulauan Riau,Indonesia,East,LATAM,PROD-1387,CAT-01,Furniture,SC-02,Tables,Tables - Libero,89.08385093,573.7,7,0.08,76.4,38.34,Low,2016
2223,ORD-2020-2223,25-Sep-20,28-Sep-20,September,Standard Class,CUST-2020-2223,Tania Nasyidah,Female,Corporate,CO-2223,Jl. Ahmad Dahlan No. 66,0834-325672,julia34@yahoo.com,26888,Ambon,Sulawesi Utara,Indonesia,Central,EMEA,PROD-1388,CAT-03,Technology,SC-10,Phones,Phones - Sunt,173.3636364,228.84,2,0.34,-3.622,49.39,Low,2020
2224,ORD-2020-2224,24-Dec-20,28-Dec-20,December,Standard Class,CUST-2020-2224,"Ir. Opung Puspita, S.Sos",Female,Corporate,CO-2224,Jl. Ciwastra No. 7,0895-191786,arsipatralestari@pd.edu,25588,Bau-Bau,Jambi,Indonesia,South,EMEA,PROD-1389,CAT-01,Furniture,SC-01,Chairs,Chairs - Doloremque,121.0972615,185.2788101,3,0.49,-9.624237978,46.68,Critical,2020
2225,ORD-2018-2225,14-Oct-18,24-Oct-18,October,First Class,CUST-2018-2225,Malika Andriani,Male,Consumer,CO-2225,Jalan R.E Martadinata No. 784,0845-974680,karsawibisono@yahoo.com,425,Padang Sidempuan,Maluku Utara,Indonesia,South,EMEA,PROD-1390,CAT-02,Office Supplies,SC-04,Art,Art - Praesentium,249.8645731,1521.67525,7,0.13,262.26505,42.07,Critical,2018
2226,ORD-2020-2226,05-Feb-20,07-Feb-20,February,Standard Class,CUST-2020-2226,Gandi Rajasa,Male,Consumer,CO-2226,Gang Cempaka No. 5,0898-897072,qharyanto@pt.ac.id,90544,Samarinda,Sulawesi Selatan,Indonesia,Central,APAC,PROD-1391,CAT-02,Office Supplies,SC-12,Paper,Paper - Dolores,122.318366,782.8375425,8,0.2,137.2075085,19.36,Critical,2020
2227,ORD-2020-2227,09-Sep-20,10-Sep-20,September,Same Day,CUST-2020-2227,"Kasiyah Maulana, S.IP",Female,Home Office,CO-2227,Jalan M.H Thamrin No. 7,0871-211593,haryantirespati@pd.ac.id,20315,Semarang,Sumatera Barat,Indonesia,Central,EMEA,PROD-1392,CAT-01,Furniture,SC-07,Bookcases,Bookcases - Accusamus,610.222942,598.0184831,1,0.02,111.9036966,7.7,Critical,2020
2228,ORD-2017-2228,07-Jun-17,10-Jun-17,June,Standard Class,CUST-2017-2228,Violet Puspita,Female,Home Office,CO-2228,Jl. Pelajar Pejuang No. 07,0870-567606,teddyprasetyo@yahoo.com,96801,Bontang,Sulawesi Tenggara,Indonesia,South,LATAM,PROD-0166,CAT-02,Office Supplies,SC-04,Art,Art - Cumque,225.7207679,343.0955672,2,0.24,49.70911344,18.91,Critical,2017
2229,ORD-2016-2229,23-Oct-16,27-Oct-16,October,Standard Class,CUST-2016-2229,"dr. Heryanto Narpati, S.Kom",Female,Corporate,CO-2229,Jalan Veteran No. 177,0891-327119,vsiregar@cv.mil.id,35427,Bau-Bau,Jawa Barat,Indonesia,East,EMEA,PROD-1393,CAT-03,Technology,SC-03,Copiers,Copiers - Error,111.2324501,453.8283965,6,0.32,55.6056793,35.16,Low,2016
2230,ORD-2016-2230,19-Mar-16,25-Mar-16,March,Standard Class,CUST-2016-2230,"Prayitna Mustofa, S.Gz",Female,Home Office,CO-2230,Gg. Merdeka No. 467,0835-449067,hasanahdacin@hotmail.com,33115,Kupang,Sumatera Selatan,Indonesia,Central,US,PROD-0515,CAT-02,Office Supplies,SC-06,Envelopes,Envelopes - Est,106.0088749,125.0904724,2,0.41,15.14809448,9.87,Critical,2016
2231,ORD-2019-2231,06-May-19,16-May-19,May,Same Day,CUST-2019-2231,"drg. Elma Puspita, M.M.",Female,Home Office,CO-2231,Jl. Monginsidi No. 83,0882-478463,ksuwarno@pt.sch.id,45871,Meulaboh,Kalimantan Selatan,Indonesia,West,LATAM,PROD-1394,CAT-02,Office Supplies,SC-11,Binders,Binders - Totam,91.54426369,238.0150856,4,0.35,28.44301712,19.16,Medium,2019
2232,ORD-2020-2232,25-Aug-20,01-Sep-20,September,Standard Class,CUST-2020-2232,Nasim Hardiansyah,Female,Home Office,CO-2232,Jl. Dipenogoro No. 88,0827-192563,gadriansyah@pt.net.id,12512,Probolinggo,Kalimantan Selatan,Indonesia,Central,EMEA,PROD-1221,CAT-01,Furniture,SC-02,Tables,Tables - Voluptate,151.5225346,628.8185186,5,0.17,94.31370372,31.45,Low,2020
2233,ORD-2017-2233,17-Mar-17,25-Mar-17,March,Second Class,CUST-2017-2233,Amalia Yulianti,Male,Corporate,CO-2233,Jalan Kutai No. 45,0860-533284,vfujiati@yahoo.com,25367,Bima,Sumatera Barat,Indonesia,Central,LATAM,PROD-0836,CAT-01,Furniture,SC-07,Bookcases,Bookcases - Cupiditate,72.36909565,430.5961191,7,0.15,53.26922382,32.85,Critical,2017
2234,ORD-2016-2234,18-Oct-16,27-Oct-16,October,First Class,CUST-2016-2234,Artawan Pradana,Male,Corporate,CO-2234,Gang Pasteur No. 756,0829-287629,hamzahardianto@gmail.com,24223,Bekasi,Riau,Indonesia,East,APAC,PROD-0266,CAT-01,Furniture,SC-02,Tables,Tables - Molestiae,215.4703968,542.9854,3,0.16,95.03708,13.56,Medium,2016
